color,count
red red red,1
golden brandy,1
pink spice                         ,1
black violet,1
blushing nude,1
sugared maple,1
bamboo pink,1
heather moon,1
dubonnet,1
boom pop,1
cake pop,1
flame pop,1
ripe pop,1
sweetheart pop,1
candied apple pop,1
black licorice pop,1
budding blossom,1
coming up rosy,1
poppin' poppy,1
flowering freesia,1
palm beach pop,1
capri pop ,1
santorini pop,1
rose shimmer,1
berry freeze,1
baby kiss,1
roomiest rose,1
cider berry,1
pure posh,1
rosette,1
after party,1
red-y to wear,1
roundest raspberry,1
curviest caramel,1
chunkiest chili,1
mightiest maraschino,1
heftiest hibiscus,1
plushest punch,1
broadest berry,1
creamy nude,1
grandest grape,1
matte beauty,1
matte plum,1
matte crimson,1
will you?,1
i do!,1
silvery moon,1
violet berry,1
ginger flower,1
runway coral,1
twilight nude,1
amp'd up apple,1
totally tawny,1
sugared grapefruit,1
charcoaled,1
hefty highlight,1
curvy contour,1
invisible blend,1
transparency neutral,1
transparency 2,1
transparency 3,1
transparency 4,1
transparency 4 plus,1
transparency bronze,1
transparency 5,1
sunswept,1
sunblushed,1
nude glow,1
golden glow,1
bronze glow,1
universal glow,1
100 neutral,1
150 neutral,1
200 cool,1
250 warm peach,1
300 neutral,1
350 neutral,1
400 warm,1
450 warm,1
130 warm,1
shaping taupe,1
warm brown,1
plum gorgeous,1
soft auburn,1
intense peridot,1
intense chocolate,1
intense ivy,1
intense charcoal,1
intense midnight,1
intense amethyst,1
intense aubergine,1
intense plum,1
intense peacock,1
intense ebony ,1
intense black,1
intense truffle,1
intense sable,1
intense cobalt,1
true black,1
natural black,1
muted brown,1
mini moss,1
slim sable,1
demi-grape,1
olive-tini,1
thin mint,1
lanky lapis,1
angel hair,1
,1
180 warm,1
230 neutral,1
280 warm peach,1
330 warm,1
defining berries,1
defining roses,1
defining nudes,1
defining sugars,1
defining pinks,1
cupid,1
aglow,1
smoldering plum,1
iced lotus,1
precious posy,1
berry delight,1
spiced wine,1
black honey pop ,1
pink pop,1
rosy pop,1
heather pop,1
fig pop,1
pansy pop,1
ginger pop,1
clinique + jonathan adler: cheek pop in peach pop,1
clinique + jonathan adler: cheek pop in plum pop,1
pink blush,1
new clover,1
chestnut blush,1
mocha pink,1
defining nectars,1
470 neutral,1
420 neutral,1
140 warm,1
380 cool,1
430 neutral,1
480 neutral,1
110 cool,1
160 warm peach,1
210 neutral,1
260 neutral,1
310 warm,1
360 neutral olive,1
410 cool,1
460 cool,1
190 neutral,1
370 warm,1
240 warm,1
290 neutral olive,1
340 cool,1
390 warm,1
440 cool,1
490 cool,1
120 neutral,1
170 cool,1
220 warm peach,1
270 warm,1
320 warm peach,1
a different grape,1
think bronze,1
feisty,1
288 pro navy,1
778 pro mahogany,1
868 pro magenta,1
090 black pump,1
008 smoky design,1
208 navy design,1
308 khaki design,1
508 nude pink design,1
708 amber design,1
718 taupe design,1
347 emerald,1
857 ruby,1
157 magnify,1
277 defy,1
357 electrify,1
537 touch,1
567 adore,1
647 undress,1
657 expose,1
757 dream,1
767 inflame,1
777 exalt,1
797 feel,1
006 infinity,1
522,1
060,1
698 pro brown,1
258 pro blue,1
254 captivating blue,1
168 pro purple,1
009 white khôl,1
529 beige khôl,1
062 pro grege,1
042 pro grey,1
082 pro anthracite,1
092 pro black,1
182 pro purple,1
272 pro blue,1
282 pro navy,1
472 pro khaki,1
582 pro brown,1
772 pro mahogany,1
090 black,1
268 navy,1
698 chestnut,1
090 over black,1
264 over blue,1
694 over brown,1
092 it-black,1
090 new look black,1
264 new look blue,1
694 new look brown,1
099 kohl black,1
088 pro anthracite,1
090 pro black,1
026 techno,1
071 radical,1
081 runway,1
094 gravity,1
981,1
001 petal,1
864 precious rocks,1
001 pink shape,1
002 coral shape,1
003 beige contour,1
004 brown contour,1
556 amber show,1
553 cocktail peach,1
566 brown milly,1
586 orange riviera,1
676 coral cruise,1
746 beige nude,1
756 rose chérie,1
829 miss pink,1
849 mimi bronze,1
861 rose darling,1
876 happy cherry,1
889 new red,1
896 redissimo,1
939 rose libertine,1
001 golden honey,1
002 amber,1
003 cinnamon,1
035 matte cinnamon,1
881 hypnotique,1
771,1
661 météore,1
616 pulse,1
173 evening,1
184 temptation,1
240 air,1
296 show,1
480 nature,1
516 delicate,1
530 gallery,1
554 minimalism,1
564 fire,1
573 mineral,1
583 animal,1
623 feeling,1
381 millenium,1
658 cosmopolite,1
684 reflection,1
756 front row,1
764 fusion,1
794 fever,1
826 backstage,1
848 focus,1
994 power,1
091 nocturne,1
721 songe,1
001 lune,1
099 black khôl,1
094 trinidad black,1
guava stain,1
fuller fig,1
two ton tomato,1
mega melon,1
oversized orange,1
chunky cherry,1
pudgy peony,1
woppin' watermelon,1
bountiful blush,1
curvy candy,1
mighty mimosa,1
voluptuous violet,1
plumped up pink,1
supreme sorbet,1
jumbo jasmine,1
bold pop,1
ruby pop,1
rose pop,1
pow pop,1
graffiti pop,1
clove pop,1
peppermint pop,1
cute pop,1
shock pop,1
coral pop,1
951 pencil,1
icon pop,1
richer raisin,1
whole lotta honey,1
594 intense brown,1
graped-up,1
sweet honey,1
plum brandy,1
surprise,1
angel red,1
raspberry glace,1
ripe raisin,1
spiced apple,1
tenderheart,1
glazed berry,1
bronze leaf,1
lava pop,1
sugar pop,1
sweetie pop,1
peace pop,1
wink pop,1
go-go pop,1
happy pop,1
bubblegum pop,1
sugar plum pop,1
sprinkle pop,1
fireball pop,1
melon drop pop,1
licorice pop,1
super strawberry,1
heaping hazelnut,1
peony pop,1
blushing pop,1
avant garde pop,1
beach pop,1
754 pandore,1
769 front row,1
853 massaï,1
970 nuit 1947,1
999 rouge 999,1
201 mineral,1
001 brown,1
093 black,1
433 ash blonde,1
453 soft brown,1
593 brown,1
653 blonde,1
693 dark brown,1
001 universal brown,1
002 universal dark brown,1
003 auburn,1
021 chestnut,1
004 gold,1
002 dark,1
011 light,1
021 medium,1
095 catwalk black,1
098 black,1
798 brown,1
099 it-black,1
669 fizz pink,1
661 bonheur,1
659 lucky,1
fun pop,1
sweet pop,1
wow pop,1
punch pop,1
passion pop,1
blossom pop,1
dune pop,1
fuchsia pop,1
fiesta pop,1
crimson pop,1
bright pop,1
brown sugar pop,1
108 muguet,1
575 wonderland,1
445 coral crush,1
155 tra-la-la,1
268 ruban,1
785 cosmopolite,1
338 mirage,1
306 trianon,1
403 palais royal,1
413 grège,1
494 junon,1
537 riviera,1
551 aventure,1
intense clove,1
black kohl,1
black coffee,1
03 medium,1
matte bisque,1
matte ivory,1
matte cream,1
matte neutral,1
matte beige,1
matte medium,1
matte honey,1
matte tawny,1
shade 10,1
shade 14,1
shade 18,1
shade 22,1
shade 24,1
shade 28,1
shade 30,1
shade 31,1
shade 34,1
shade 36,1
shade 37,1
shade 39,1
shade 42,1
shade 45,1
shade 46,1
shade 47,1
shade 48,1
04 deep,1
02 moderately fair,1
shade 09,1
26 ample amber,1
104,1
pr 106,1
pr 114,1
pr 108,1
pr 110,1
pr 102,1
pr 116,1
118,1
pr 120,1
122,1
pr 126,1
pr 130,1
pr 134,1
138,1
144,1
146,1
28 curviest clove,1
02 abundant alabaster,1
06 intense ivory,1
07 capacious chamois,1
08 grandest golden neutral,1
09 ‘normous neutral,1
14 voluptuous vanilla,1
15 bountiful beige,1
24 gargantuan golden,1
shade 49,1
0.25 dune,1
fresh fair,1
fresh alabaster,1
15 golden,1
17 amber,1
18 clove,1
10 warmer,1
12 honeyed beige,1
18 stay cream,1
02 stay neutral,1
01 stay buff,1
17 stay golden,1
03 stay beige ,1
19 stay suede,1
05 stay spice,1
10 stay amber,1
04 stay honey,1
20 stay nutmeg,1
21 stay sienna,1
11 stay brandy,1
01 silk porcelain,1
02 silk shell,1
03 silk bare,1
04 silk bisque,1
05 silk ivory,1
06 silk cream chamois,1
07 silk sahara,1
08 silk canvas,1
14 wheat,1
09 sand,1
07 neutral,1
fresh amber,1
fresh ivory,1
fresh neutral,1
fresh cream chamois,1
fresh porcelain beige,1
fresh cream caramel,1
fresh deep neutral,1
fresh honey,1
fresh vanilla,1
fresh sand,1
fresh ginger,1
fresh golden,1
fresh clove,1
35 honeycomb,1
32 breeze,1
27 alabaster,1
01 petal,1
02 fair,1
33 cream,1
03 ivory,1
28 light,1
04 cream chamois,1
34 nude beige,1
05 vanilla,1
06 linen,1
shade 11,1
shade 07,1
blackened honey,1
ruffle trim,1
satin ribbon,1
delicate lust,1
teddy,1
after hours,1
beauty mark,1
sydney,1
tokyo,1
istanbul,1
antwerp,1
ibiza,1
prague,1
addis ababa,1
moscow,1
vancouver,1
transylvania,1
amsterdam,1
morocco,1
san juan,1
buenos aires,1
cairo,1
athens,1
zurich,1
abu dhabi,1
berlin,1
ma'damn - royal red,1
dusk to dawn,1
cabaret show,1
shade 06,1
exotic,1
lowkey,1
fire dancer,1
beyond basic,1
red queen,1
breezy,1
mauve mist,1
bella,1
new era,1
neat nude,1
buzzkill,1
acme,1
modern maven,1
pure society,1
biker babe,1
ego,1
go rogue,1
cheekies,1
silk indulgent,1
lace detail,1
push-up,1
bedtime flirt,1
embellishment,1
cashmere silk,1
bustier,1
french maid,1
candy venom - electric pink,1
up 2 no good - nude peach,1
freckle fiesta - spiced terracotta,1
pms - moody brown,1
cocoa - cool,1
walnut - neutral,1
almond - cool,1
sand - neutral,1
french vanilla - warm,1
porcelain - cool,1
1 linen,1
2 alabaster,1
4 creamwhip,1
5 fair,1
6 ivory,1
7 cream chamois,1
8 golden neutral,1
9 neutral,1
12 porcelain beige,1
calming vanilla,1
calming neutral,1
calming alabaster,1
calming fair,1
calming honey,1
calming ivory,1
19 sand,1
25 spice,1
shade 1.5,1
shade 05,1
amber - cool contour,1
truffle - neutral,1
linen - cool,1
alien bae - blue-black metallic/smoky navy glitter,1
ya dig?! - periwinkle blue,1
one of the boyz - wild lilac,1
griselda - bold burgundy,1
spanked - dusty rose,1
saw-c - exotic tangerine,1
s1ngle - blushing nude,1
shawty - warm chestnut,1
midnight wasabi - wicked green,1
clapback - true navy,1
"later, crater - nude metallic/nude gold glitter",1
nepturnt - green-black metallic/smoky emerald glitter,1
gal on the moon - holographic pink orchid,1
peach - cool peach,1
spacesuit - glittering peach,1
plutonic relationshp - holographic hot pink,1
astro-naughty - glittering garnet,1
espresso - cool,1
bamboo - neutral,1
honey - warm peach,1
mocha - cool,1
suede - warm,1
latte - warm,1
caramel - cool,1
wheat - warm,1
09 silk bamboo,1
10 silk honeymilk,1
11 silk sunny beige,1
fuller fudge,1
whopping willow,1
mighty moss,1
biggest blossom,1
lavish lilac,1
oversized orchid,1
big blue,1
lots o' latte,1
two ton teal,1
curvaceous coal,1
portly plum,1
massive midnight,1
dive in,1
going steady,1
jenna's essentials,1
morning java,1
on safari,1
smoke and mirrors,1
teddy bear,1
galaxy1,1
galaxy2,1
galaxy3,1
galaxy4,1
dive in 1,1
dive in 2,1
dive in 3,1
ample amber,1
bountiful beige,1
12 silk maple,1
grandest gold,1
canvas,1
vanilla pop,1
surf pop,1
sugar cane,1
angel eyes ,1
daybreak,1
portobello,1
lavender out loud,1
bubble bath,1
at dusk,1
french vanilla,1
lemongrass,1
silver lining,1
pacific coast,1
rock violet,1
purple pumps,1
lagoon,1
deep dive,1
black jade,1
foxier,1
french roast,1
chocolate covered cherry,1
graphite,1
olive in my martini,1
stroke of midnight,1
dive in 4,1
pink chocolate 1,1
pink chocolate 2,1
pink chocolate 3,1
ivory bisque/bronze satin,1
jammin',1
like mink,1
neutral territory,1
sand dunes,1
nightcap,1
seashell pink/fawn satin,1
starlight starbright,1
strawberry fudge,1
uptown downtown,1
wave after wave,1
beach plum,1
egyptian,1
chocolate lustre,1
black diamond,1
true khaki,1
roast coffee,1
smoky brown,1
new black,1
dark chocolate,1
blue grey,1
grape,1
really black,1
blackened black,1
blackened green,1
day into date,1
buttered toast,1
blackberry frost,1
on safari 4,1
pink chocolate 4,1
smoke and mirrors 1,1
smoke and mirrors 2,1
smoke and mirrors 3,1
smoke and mirrors 4,1
morning java 2,1
morning java 3,1
morning java 4,1
on safari 1,1
on safari 2,1
on safari 3,1
going steady 1,1
twilight mauve/brandied plum,1
going steady 2,1
going steady 3,1
going steady 4,1
teddy bear 1,1
teddy bear 2,1
teddy bear 3,1
teddy bear 4,1
jenna's essentials 1,1
jenna's essentials 2,1
jenna's essentials 3,1
jenna's essentials 4,1
buff lighting,1
petal shimmer,1
canvas light,1
wn 30 biscuit,1
17 nutty,1
16 toasted wheat,1
01 light,1
03 light medium,1
07 deep,1
02 neutral fair,1
03 light,1
04 neutral,1
06 deep,1
biy 105,1
biy 110,1
biy 115,1
biy 120,1
biy 125,1
biy 130,1
biy 135,1
biy 140,1
biy 145,1
biy 150,1
biy 155,1
biy 160,1
biy bronze,1
cn 02 breeze,1
wn 04 bone,1
wn 12 meringue,1
10 honey wheat,1
8.25 oat,1
6.75 sesame,1
wn 46 golden neutral,1
13 silk vanilla,1
14 silk suede,1
15 silk nutmeg,1
16 silk almond,1
17 silk cinnamon,1
18 silk sable,1
19 silk brandy,1
20 silk cocoa ,1
cn 08 linen,1
wn 16 buff,1
cn 18 cream whip,1
wn 56 cashew,1
5.5 ecru,1
wn 64 butterscotch,1
cn 78 nutty,1
wn 80 tawnied beige,1
wn 82 latte,1
wn 104 toffee,1
cn 116 spice,1
wn 120 pecan,1
wn 124 sienna,1
6.5 buttermilk ,1
7.5 tea,1
5.75 cork,1
wn 22 ecru,1
wn 38 stone,1
seventh heather,1
wn 44 tea,1
very fair 07,1
very fair 08,1
moderately fair 10,1
moderately fair 12,1
moderately fair 14,1
medium 16,1
medium 18,1
medium 20,1
medium 22,1
medium 15,1
deep 24,1
apricot corrector,1
deep 26,1
deep 28,1
very light,1
nudes,1
pinks,1
greens,1
greys,1
blues,1
very fair,1
bit o'honey,1
cashew later,1
cute-cumber,1
pinkgo biloba,1
very fair 06,1
very fair 05,1
very fair 04,1
new fair cream,1
wn 48 oat,1
wn 54 honey wheat,1
wn 68 brulee,1
wn 76 toasted wheat,1
wn 92 toasted almond,1
wn 124 sienna ,1
light neutral,1
light petal,1
medium petal,1
matte light,1
new illuminator,1
new neutral cream,1
very fair 02,1
new light honey,1
neutral fair,1
new medium deep,1
new medium caramel,1
new golden honey,1
new deep caramel,1
new deeper caramel,1
creamy glow,1
porcelain glow,1
natural honey glow,1
ivory glow,1
black organics (7562c) ,1
